temperature,humidity,pest_level,crop_health
15.15,65.36,0,100
38.91,79.92,6,82.28
11.5,79.4,7,86.5
24.29,29.19,6,87.77
27.03,97.93,0,99.75
10.79,32.02,4,91.33
16.87,81.39,6,87.24
14.2,53.63,3,92.52
19.71,93.5,6,86.52
30.8,56.91,0,98.38
38.7,23.27,4,88.45
18.44,29.14,3,94.61
16.52,83.96,5,91.67
31.33,87.77,1,97.94
10.21,63.26,5,91.76
14.37,53.21,5,90.19
32.72,80.25,8,85.55
21.14,31.91,5,90.64
22.18,70.16,1,96.59
23.15,43.61,3,92.92
12.09,41.99,0,100
34.39,24.7,5,90.22
16.37,85.84,7,87.66
11.56,58.59,10,80.71
24.51,65.7,3,92.66
36.66,90.14,9,75.84
16.79,49.29,5,91.69
18.04,96.87,6,88.48
36.78,25.38,5,86.29
27.52,51.95,9,83.57
34.71,73.98,7,85.15
11.09,90.6,6,87.28
33.77,89.35,3,93.33
38.07,36.82,10,75.53
14.54,38.22,5,91.77
15.43,76.57,0,99.73
39.69,91.73,0,93.76
36.23,51.86,4,85.9
10.28,61.58,7,86.23
30.03,77.93,3,93.84
37.22,66.68,2,90.42
32.23,54.7,7,85.91
22.15,51.09,9,82.57
11.11,70.95,6,88.9
38.54,76.43,8,77.62
27.68,92.56,3,94.81
38.01,65.74,7,80.71
15.75,99.6,5,88.57
38.47,27.45,6,84.31
25.98,36.69,2,96.88
12.56,96.63,0,98.72
19.74,87.2,8,84.23
33.12,64.2,10,80.79
16.26,52.89,5,90.14
39.43,79.76,5,84.39
17.79,64.87,9,83.59
29.32,91.86,4,91.04
10.95,52.58,3,93.77
31.39,92.29,4,92.59
39.85,79.39,0,95.63
13.87,61.1,1,96.62
34.74,40.33,10,78.48
27.98,63.15,9,80.7
24.96,76.31,8,85.95
16.65,58.36,9,80.18
30.17,92.61,6,89.18
26.58,82.04,7,84.86
17.61,84.55,10,80.02
21.74,25.81,10,78.15
15.3,88.28,6,86.23
34.71,69.53,2,96.6
10.99,47.6,4,93.96
39.71,67.4,0,95.23
22.54,29.87,5,88.45
18.62,67.32,1,98.28
20.25,80.39,4,91.77
36.24,51.52,8,80.85
13.39,51.3,7,87.0
11.22,60.07,2,94.17
20.26,40.91,7,85.63
13.24,25.91,7,84.41
36.63,72.46,5,85.14
28.85,25.7,1,99.18
13.25,91.42,1,99.85
34.58,76.84,7,86.49
10.4,68.6,3,92.67
37.9,86.21,0,96.93
10.13,43.54,4,93.78
38.85,85.47,3,87.77
25.25,97.89,0,100
16.04,73.48,3,94.71
27.14,31.26,2,96.96
11.87,96.31,4,92.08
31.52,80.39,9,82.4
25.95,69.22,0,100
14.49,79.35,0,98.34
38.06,95.23,6,82.98
29.61,92.83,4,93.9
11.02,88.87,3,94.16
32.25,53.35,7,87.4
27.4,51.83,5,91.78
34.92,82.21,3,93.95
24.33,26.52,8,85.95
18.63,92.02,0,100
24.93,92.56,6,89.18
37.02,77.48,4,86.2
22.58,72.82,10,78.98
24.33,50.88,7,86.05
29.04,79.8,0,98.91
10.5,60.71,3,94.77
10.96,40.88,7,84.73
11.06,92.37,3,92.0
39.17,75.93,5,86.28
36.71,49.28,3,90.0
19.47,97.2,6,88.98
29.12,45.7,5,91.19
23.93,78.67,3,92.08
18.7,51.73,6,89.9
28.12,49.29,5,88.61
20.15,79.56,0,100
23.84,49.67,6,88.08
31.03,32.32,5,88.2
26.68,42.36,5,88.18
22.11,88.54,7,87.95
12.09,79.98,3,93.73
31.89,59.66,1,99.22
25.09,76.23,9,80.76
23.81,32.16,5,90.55
37.16,75.14,3,88.65
28.95,31.6,4,90.03
16.3,50.07,9,83.43
28.89,38.44,7,85.97
39.23,94.13,3,89.09
30.99,22.03,4,91.71
31.79,65.08,9,81.43
35.97,42.93,8,80.62
25.1,56.7,5,91.33
26.2,52.96,0,100
34.33,46.86,5,90.31
22.27,41.9,4,91.02
11.94,23.65,9,80.88
20.34,93.99,8,85.75
39.28,57.35,3,89.13
37.91,71.88,8,79.35
39.94,61.22,0,94.26
16.47,20.29,9,82.9
23.02,27.81,10,80.08
16.41,27.79,5,90.29
34.58,77.88,5,91.27
31.52,47.19,0,100
17.07,29.08,8,84.85
32.12,39.79,10,79.46
21.34,64.34,2,95.85
23.03,55.03,8,83.27
33.14,91.22,9,83.91
16.46,36.35,2,96.69
14.9,77.0,4,92.15
36.43,61.15,8,79.93
35.55,46.52,2,91.73
17.37,36.54,6,87.63
31.76,99.2,8,85.43
37.3,72.28,1,92.48
37.96,68.54,1,93.83
14.71,59.17,9,82.24
26.76,66.19,5,90.08
23.69,82.09,10,78.85
13.46,34.07,3,94.71
35.41,72.54,9,75.43
28.86,38.09,7,87.49
17.63,39.06,8,85.32
31.76,68.27,4,91.11
13.77,27.76,3,95.37
21.78,24.02,0,99.11
36.36,63.88,7,79.91
24.0,20.59,2,96.21
23.77,51.97,4,90.23
29.61,51.85,8,84.85
19.13,76.13,0,99.91
37.54,71.37,8,79.84
28.22,58.68,8,84.31
20.71,59.7,10,81.32
24.74,53.04,9,80.28
18.58,79.25,7,85.36
11.19,56.3,8,82.09
11.89,49.96,8,85.88
17.15,84.1,9,83.97
11.71,24.08,3,92.66
23.61,88.69,2,95.85
29.69,46.55,6,88.26
17.12,55.47,5,90.87
32.42,89.68,2,94.65
23.41,72.14,1,98.51
23.28,38.65,1,96.15
21.12,29.33,7,85.32
14.05,77.94,0,99.78
32.41,73.27,0,99.06
37.97,63.3,0,93.03
38.56,30.92,5,83.82
24.62,32.31,5,88.23
24.65,55.63,2,97.68
22.51,48.72,5,89.16
18.28,53.65,1,96.56
21.12,79.56,7,86.95
24.03,55.01,7,86.13
15.84,28.37,6,87.05
12.6,29.33,10,78.1
12.13,24.81,6,86.81
39.03,63.51,0,96.42
31.57,25.02,10,81.26
18.7,89.35,3,95.53
30.66,32.24,4,91.97
19.38,78.58,2,97.59
36.52,77.27,8,77.8
30.86,32.28,0,99.44
38.93,25.26,7,81.43
20.05,49.58,3,95.33
15.09,55.16,3,94.2
39.15,64.82,7,79.81
31.42,29.53,6,87.66
28.58,67.15,10,80.94
31.35,36.48,8,85.44
27.68,86.03,5,90.71
22.08,47.74,7,87.17
17.7,39.93,8,85.29
33.58,67.45,8,85.43
16.03,24.3,2,94.42
31.16,96.64,6,87.97
36.28,81.36,2,92.51
22.13,61.55,0,100
23.51,67.1,10,78.75
34.64,48.34,1,98.42
24.11,65.71,4,90.21
15.44,55.3,2,94.44
14.07,33.12,0,99.08
18.68,88.0,10,78.44
14.5,58.47,3,92.58
21.47,36.46,6,88.97
36.37,66.01,3,89.19
38.49,34.87,1,93.1
36.63,81.52,9,75.02
30.78,60.11,4,92.82
24.27,49.74,7,84.08
20.0,94.33,4,91.81
31.68,62.87,10,78.84
25.54,75.3,2,97.05
18.59,20.98,2,96.67
15.28,29.53,8,83.72
11.73,65.03,2,96.69
15.93,76.3,7,87.53
26.59,23.98,6,88.83
21.74,89.9,8,84.06
39.2,38.05,1,92.23
26.82,34.67,3,93.35
21.19,62.15,3,95.75
25.95,99.37,8,84.32
37.21,90.04,5,84.51
10.42,21.43,7,85.69
12.41,84.21,7,87.17
25.37,48.15,6,86.27
12.62,80.83,4,92.92
12.1,37.62,1,99.09
13.76,23.34,3,92.81
22.87,86.78,0,99.15
13.63,29.32,3,93.92
33.66,73.06,5,90.44
39.27,42.01,10,76.61
22.29,59.39,10,81.55
32.19,31.11,3,92.28
37.32,31.83,7,82.18
15.72,74.88,9,83.27
27.85,28.61,0,100
36.88,90.73,6,82.05
29.84,53.21,6,86.08
34.01,39.58,0,98.14
29.75,21.01,6,88.78
30.17,63.44,7,87.8
28.77,31.29,4,93.95
33.23,59.96,3,95.09
27.62,78.28,2,96.4
23.87,74.77,1,98.71
32.1,43.73,5,91.52
22.27,30.78,4,92.52
36.43,85.05,9,75.05
15.67,35.79,4,92.45
30.48,64.65,7,84.27
36.61,63.52,2,89.78
18.17,88.39,9,80.83
39.76,42.47,0,93.58
26.08,42.14,6,88.6
22.18,80.22,9,83.94
10.61,76.91,9,80.8
29.37,92.33,9,81.88
10.5,33.75,7,85.56
28.79,76.61,4,93.76
24.34,38.1,5,89.31
11.59,99.32,3,94.6
37.25,54.47,6,84.12
15.77,76.75,3,95.24
15.37,42.14,5,90.23
19.97,39.4,0,100
28.93,32.81,0,100
16.09,74.65,4,92.61
27.9,91.58,6,87.77
35.95,37.72,8,78.27
35.84,77.89,0,95.63
32.27,68.3,0,100
18.25,61.23,2,97.85
10.7,44.18,8,82.34
32.96,60.35,10,79.56
37.19,51.03,8,80.54
18.5,68.62,4,90.54
17.51,75.04,2,95.56
22.34,22.76,9,81.61
36.45,68.33,1,91.87
14.11,78.86,10,79.8
22.02,63.38,8,84.61
37.95,42.32,7,81.18
21.37,31.96,3,92.44
23.65,70.52,6,89.67
21.31,53.36,1,99.37
39.15,89.04,4,87.42
38.43,21.88,3,89.81
35.71,61.78,9,78.25
18.9,78.2,8,85.13
27.4,64.41,10,80.68
29.74,34.83,1,99.31
34.71,72.18,1,99.62
23.39,91.07,10,79.47
19.56,95.18,8,82.75
38.67,71.47,7,79.23
21.3,40.1,5,90.99
24.16,29.48,3,93.78
23.2,89.4,10,79.22
12.69,50.15,1,98.34
34.12,22.49,6,87.89
16.87,38.36,7,86.24
34.36,26.71,5,90.15
31.13,29.66,3,94.4
25.7,79.85,10,81.06
36.79,44.67,10,76.03
37.15,47.16,4,87.42
23.23,40.36,4,90.08
35.03,66.98,9,77.76
30.21,47.75,10,80.21
37.55,37.56,10,73.84
33.49,47.14,5,91.19
17.27,20.56,3,95.24
28.03,85.97,3,95.46
26.94,58.0,2,96.68
25.47,28.66,8,83.59
36.79,67.9,3,90.17
10.69,25.76,1,96.65
30.46,69.23,3,92.31
29.58,82.72,3,93.56
12.43,90.62,3,93.99
20.44,91.31,8,82.26
39.85,58.87,8,78.63
22.01,89.34,6,89.69
19.49,96.93,0,100
36.84,42.56,7,82.08
38.25,53.73,7,80.72
14.78,69.53,9,80.02
21.53,87.31,2,95.01
37.37,99.49,8,78.44
17.42,35.96,7,84.5
36.54,75.31,10,76.83
17.96,54.62,2,97.11
34.45,80.44,6,87.49
25.96,55.38,4,90.36
16.65,39.83,0,99.29
22.03,59.93,8,82.85
30.57,91.89,8,83.46
31.14,32.56,0,98.43
28.11,38.3,2,97.28
11.61,90.12,3,92.55
14.18,92.96,10,80.38
19.72,69.69,5,88.28
30.19,67.56,5,90.93
13.26,69.9,9,80.89
15.48,50.64,7,87.12
20.98,37.87,3,93.21
13.66,58.23,1,97.32
30.09,75.1,1,99.42
26.48,42.93,1,96.67
32.4,43.82,1,98.95
28.5,57.78,0,99.42
16.47,72.32,6,86.43
29.27,45.63,4,90.32
34.43,59.43,7,87.59
21.03,74.1,4,93.65
23.47,25.11,10,80.08
27.23,88.9,0,100
36.79,53.5,4,87.26
29.19,26.92,3,93.69
27.4,89.62,5,89.31
31.37,99.64,3,95.72
22.78,94.91,7,86.59
25.87,68.9,9,80.58
19.81,71.9,7,84.66
28.24,65.21,4,92.87
24.8,96.17,3,94.66
19.61,59.01,4,91.29
22.62,78.7,6,87.3
27.74,81.65,1,98.77
28.76,25.97,10,78.3
19.29,48.48,10,79.6
18.84,84.77,0,98.89
23.28,74.05,3,94.9
10.93,37.5,8,83.69
20.22,32.8,7,87.05
31.58,96.82,10,81.61
13.11,55.2,7,86.94
36.32,76.74,4,87.43
13.05,95.02,6,89.05
13.45,68.86,0,98.11
29.19,91.99,9,83.54
15.46,22.18,2,97.67
11.44,76.96,0,99.28
30.18,23.71,8,85.8
27.08,74.84,10,78.04
25.28,71.37,3,94.55
21.29,80.65,7,87.04
34.08,97.14,3,92.93
38.36,25.54,4,86.69
10.07,39.65,8,82.83
35.85,20.64,3,90.19
31.49,83.25,8,85.92
37.35,37.08,10,74.32
10.98,79.68,1,99.68
13.59,92.37,3,92.6
23.44,34.37,10,80.64
29.34,59.06,1,99.16
39.22,54.95,7,80.75
21.56,45.57,4,92.47
25.51,77.24,3,92.5
13.74,86.16,9,80.06
22.57,99.52,6,88.56
30.11,57.24,7,85.58
27.49,29.78,4,91.71
20.59,50.81,6,88.21
20.16,20.12,10,81.93
17.93,78.1,7,87.93
16.28,36.47,9,83.96
26.99,92.46,9,82.84
23.83,92.09,9,82.61
31.51,84.52,9,80.61
33.25,62.95,1,98.83
29.27,57.94,9,81.17
29.32,46.44,9,80.58
15.46,62.12,8,83.98
29.19,61.6,1,99.18
36.71,73.77,3,87.03
35.99,54.57,1,92.77
37.86,58.25,1,92.97
30.91,31.22,2,95.01
36.02,97.11,6,83.24
31.64,27.26,6,89.17
15.06,31.99,2,97.57
31.61,69.57,6,89.17
30.53,42.32,10,81.25
39.99,46.14,7,80.39
29.99,93.14,2,97.72
36.31,34.51,5,86.82
18.36,86.53,8,82.6
20.55,48.99,1,96.67
22.46,62.81,5,90.93
28.03,72.43,8,84.72
31.82,25.6,9,80.52
14.02,30.34,9,82.42
23.45,94.64,9,82.68
15.68,24.97,1,97.25
22.63,73.51,3,95.7
28.1,38.12,0,100
38.37,96.11,8,78.99
21.92,73.86,5,91.68
39.28,99.17,2,90.5
21.34,94.91,7,85.56
28.44,54.9,4,92.55
20.07,33.11,9,83.87
14.22,98.31,1,99.81
22.34,22.65,0,100
38.72,58.74,7,79.18
38.49,31.33,3,88.67
20.79,75.52,7,87.18
18.09,79.87,7,86.41
24.92,55.22,9,83.26
30.58,94.99,4,91.21
36.58,41.07,6,82.78
23.58,37.33,4,90.08
28.94,29.61,10,80.62
23.56,55.98,3,94.23
14.34,61.73,1,97.97
37.93,55.75,3,89.66
20.19,75.99,10,79.52
26.53,43.37,1,98.73
23.91,81.29,8,83.23
38.18,44.59,9,75.38
30.4,71.19,2,97.37
22.66,25.18,1,97.06
20.35,42.87,3,93.46
36.23,94.97,7,79.07
26.17,21.73,3,95.46
36.21,69.51,9,78.09
12.06,26.68,5,91.06
17.73,91.75,3,93.85
36.24,25.37,4,85.34
19.12,38.04,8,82.73
16.92,77.48,1,99.99
16.31,89.63,2,96.31
33.42,92.17,7,85.92
31.21,40.32,6,86.94
20.72,87.94,5,91.41
18.61,51.91,8,82.74
20.79,28.86,5,90.58
12.3,49.85,8,82.13
31.54,88.92,7,86.74
29.52,79.61,7,86.33
38.66,40.6,8,79.25
17.58,64.13,4,92.38
13.47,68.07,4,91.0
22.1,32.19,4,91.98
24.98,97.56,8,82.2
37.31,75.53,0,95.45
31.03,89.3,5,88.67
24.07,69.68,6,88.63
15.57,78.51,3,93.56
24.21,90.54,2,96.4
19.13,47.94,6,86.65
34.96,58.76,10,80.41
30.82,95.73,7,84.31
13.72,58.12,9,82.76
10.49,59.17,0,99.36
22.99,59.65,7,87.78
33.11,37.51,7,87.23
27.6,90.13,2,94.99
17.61,57.8,2,94.96
23.97,91.38,9,81.08
25.32,61.62,0,100
24.89,56.69,5,91.66
18.41,31.57,4,92.82
23.9,71.59,1,99.69
13.93,88.89,4,92.18
19.9,26.09,10,79.93
18.66,76.12,1,97.63
27.68,57.19,6,86.29
18.82,42.7,5,90.83
34.7,21.38,10,80.49
16.94,40.97,6,87.14
35.56,96.6,9,75.89
32.38,45.26,3,92.49
14.15,78.07,0,99.84
26.87,82.44,7,87.64
12.0,78.88,3,94.15
26.08,95.49,1,98.49
25.01,71.19,8,85.72
31.04,20.17,7,86.95
23.01,69.92,4,92.01
21.97,43.67,1,98.14
28.85,72.21,8,84.64
32.27,96.74,5,91.46
19.16,38.95,4,92.54
19.37,25.52,10,78.94
34.2,88.31,7,85.92
15.01,35.3,1,98.7
22.37,31.85,5,90.99
35.18,65.73,9,75.47
21.91,74.94,5,91.72
27.44,58.86,7,85.18
12.07,22.77,9,81.22
14.04,91.43,0,99.82
33.33,55.01,7,86.89
27.32,40.01,10,81.0
18.67,22.74,2,94.43
25.12,77.17,8,84.4
30.6,51.91,6,88.83
36.58,34.19,2,91.79
17.84,86.11,10,81.1
11.39,58.22,0,100
34.78,81.33,2,97.28
33.72,36.7,0,98.14
33.54,54.91,3,93.17
34.01,79.17,4,90.48
24.47,42.52,6,87.33
35.07,39.42,4,87.63
34.55,68.35,10,80.16
38.95,25.61,3,88.67
20.54,70.11,7,85.22
31.28,77.36,1,99.96
21.29,24.23,9,81.49
11.89,61.54,3,94.56
26.66,98.76,9,81.25
39.39,60.08,1,94.19
14.09,52.58,1,96.59
34.97,38.43,1,98.87
20.71,53.84,2,95.45
19.04,27.95,2,97.99
13.84,75.44,3,94.5
29.04,28.32,7,86.15
39.99,68.46,3,90.71
36.58,52.49,2,89.76
24.95,91.29,0,100
18.24,20.19,9,83.18
15.53,62.51,9,83.61
33.54,74.81,9,80.96
24.69,89.51,7,86.8
10.08,56.03,1,96.61
25.82,39.16,8,84.52
13.2,73.82,8,84.89
37.08,35.77,2,92.37
37.38,32.31,6,83.28
36.09,61.92,0,94.68
19.02,48.51,10,79.49
37.56,59.82,3,90.36
22.63,66.46,8,84.85
35.32,37.8,9,78.35
36.01,30.15,4,87.0
13.54,81.52,10,78.0
22.58,33.01,2,96.74
38.47,80.21,3,89.48
20.87,90.39,0,99.53
15.69,52.04,8,82.89
12.96,56.22,10,81.51
14.79,80.34,6,86.23
27.24,30.86,7,86.77
30.08,66.87,10,78.57
18.16,88.69,9,81.27
25.12,43.43,1,99.39
21.65,75.72,1,96.12
21.26,81.33,8,85.64
35.11,37.2,6,84.39
27.52,23.42,0,99.16
36.83,78.2,1,93.48
39.06,96.77,0,96.81
12.4,24.27,10,78.61
27.07,36.59,1,97.04
15.9,21.43,4,91.17
10.71,41.96,2,97.91
25.01,99.24,0,100
20.48,86.12,3,92.59
16.06,28.16,2,96.14
38.11,60.42,0,94.95
30.89,33.07,3,92.56
10.65,21.12,7,87.02
12.39,41.0,6,86.41
25.38,39.93,8,82.95
19.2,39.2,6,88.67
11.12,53.89,8,84.9
33.48,97.13,6,86.91
26.36,49.43,2,97.94
37.83,94.03,10,75.45
21.37,34.48,0,100
16.46,40.32,2,96.97
14.69,81.44,2,96.28
14.11,83.01,4,90.18
30.49,42.92,9,80.22
17.01,89.43,7,87.23
33.98,34.25,6,88.9
20.58,39.2,5,90.94
19.68,59.71,2,95.59
37.33,41.26,6,84.68
22.32,70.9,5,89.28
32.8,29.91,6,87.8
27.07,50.43,5,89.85
10.76,36.07,5,90.12
20.85,66.72,10,81.41
31.99,84.27,3,93.03
12.14,71.76,5,88.36
33.95,44.9,3,94.16
29.3,27.73,0,100
20.41,77.65,4,92.14
13.11,94.77,9,82.87
39.96,65.49,1,91.7
19.42,55.76,6,89.58
17.78,43.9,7,86.83
18.21,58.44,3,95.33
33.16,22.61,8,85.19
13.5,74.35,0,100
20.12,64.68,1,97.45
33.33,72.53,10,80.6
18.04,39.35,9,81.62
22.79,67.05,9,82.24
33.7,61.27,6,89.35
27.8,90.13,0,100
37.29,89.09,10,74.82
36.36,54.83,10,73.24
23.96,87.66,6,87.51
33.1,45.45,0,98.76
11.34,98.02,9,81.69
15.25,29.9,9,80.23
30.22,28.07,5,88.63
14.48,84.03,6,86.2
34.96,69.71,8,84.36
30.92,88.9,9,82.28
23.45,70.07,5,89.7
13.43,57.32,1,97.29
28.37,22.51,8,84.03
10.17,60.1,4,91.76
10.61,50.87,6,88.83
14.72,45.87,3,94.9
24.21,27.74,2,96.91
39.08,40.17,5,84.07
10.84,45.62,2,95.1
30.4,45.19,8,82.55
18.0,41.29,0,100
27.59,84.03,1,97.32
17.02,50.61,5,88.59
11.41,54.14,10,78.06
26.81,30.96,7,85.68
26.35,68.88,8,84.87
27.57,37.94,10,81.24
21.02,75.38,0,99.7
26.11,36.3,0,100
38.42,95.94,4,85.55
35.27,47.78,9,77.63
29.77,95.78,4,93.14
19.93,86.96,3,92.66
31.2,66.51,2,97.98
11.64,47.47,0,98.13
16.65,25.14,0,99.16
29.85,47.27,5,88.16
28.72,57.52,5,90.68
21.67,75.63,6,88.24
36.2,35.64,3,90.2
32.28,23.28,4,93.65
29.65,25.41,2,97.44
11.83,86.18,7,84.08
26.63,27.19,6,88.46
16.2,31.7,6,89.29
21.2,60.09,4,90.82
31.27,48.64,6,87.13
35.08,89.23,4,88.61
16.18,39.27,9,81.92
25.82,88.89,2,97.13
34.83,94.74,3,93.88
38.53,25.94,10,73.53
13.63,86.96,10,78.81
30.42,23.4,7,87.93
14.22,69.55,8,82.81
37.3,44.92,4,88.26
15.75,91.39,5,89.54
35.65,70.44,2,90.69
21.36,24.08,5,91.95
30.23,91.87,1,97.24
18.44,32.19,1,96.16
19.04,41.86,9,81.32
28.12,21.7,5,88.3
26.41,96.55,8,84.38
36.77,96.08,4,86.18
17.3,60.39,2,94.25
11.24,67.93,3,94.57
38.39,51.46,7,81.18
32.87,92.86,0,98.81
15.5,56.68,4,93.29
34.45,20.02,10,79.16
22.53,42.36,10,81.24
38.49,81.82,6,84.64
32.39,46.98,7,86.6
22.81,41.92,2,94.85
17.88,84.45,0,98.25
39.75,71.85,2,92.88
17.05,92.49,4,93.28
15.9,55.0,9,83.42
29.85,75.36,10,80.59
18.82,30.69,0,100
37.32,74.55,7,81.62
27.9,35.05,1,96.71
13.34,20.64,2,94.91
33.66,24.45,7,87.31
33.48,50.98,2,95.86
14.08,38.53,8,84.26
33.07,34.16,6,88.8
35.09,26.7,9,78.23
24.79,60.18,4,92.51
20.26,69.72,5,91.67
22.86,70.12,5,90.15
22.38,24.05,2,96.92
23.86,68.67,8,83.75
35.71,53.7,2,90.51
22.17,26.62,8,84.98
24.79,25.33,2,94.41
30.64,71.76,6,86.68
39.25,72.16,5,86.74
29.9,70.61,8,85.6
18.72,65.98,9,80.39
14.28,68.6,9,81.59
24.34,20.43,8,82.9
33.49,87.75,10,81.56
11.81,78.49,9,83.83
23.97,82.32,10,79.38
34.97,74.45,0,98.42
26.62,84.06,1,97.26
13.08,82.67,9,80.7
24.28,39.61,10,81.06
12.54,48.79,1,97.43
34.97,31.6,3,94.35
29.58,85.61,8,85.52
31.81,87.53,8,83.81
30.52,87.21,1,99.84
30.25,98.79,10,79.63
28.39,67.85,4,93.1
33.07,96.77,7,85.06
38.63,45.98,10,74.38
27.02,81.11,9,83.36
36.93,28.43,0,94.74
28.6,47.0,5,90.0
33.22,91.57,2,94.21
28.0,83.78,4,92.57
11.69,81.78,9,81.69
26.42,29.42,0,100
24.95,40.08,10,80.34
24.73,86.47,2,96.67
17.19,25.31,1,96.29
37.11,69.11,8,80.17
32.07,60.75,4,90.05
33.79,98.8,7,85.66
15.17,28.58,8,83.37
12.07,64.93,7,84.89
10.61,85.19,0,100
21.97,81.15,4,90.03
13.62,53.57,6,89.66
35.49,66.97,3,87.65
26.59,33.12,8,84.95
25.54,37.02,2,95.49
25.81,89.79,4,91.33
33.1,71.53,3,94.39
20.23,56.14,8,84.35
28.41,57.88,8,83.47
24.12,94.67,10,79.49
14.57,85.73,10,81.77
10.74,75.38,6,89.37
29.55,78.25,10,81.64
27.46,82.08,3,93.07
35.27,47.03,0,93.16
16.96,88.06,6,86.47
29.17,70.14,10,79.43
18.14,41.05,2,94.05
36.18,41.35,1,94.08
32.11,26.98,7,87.75
32.4,46.76,4,92.2
27.18,61.5,8,82.53
37.43,59.42,5,84.23
23.54,57.24,4,91.01
24.78,79.96,10,79.57
21.36,60.86,0,100
13.44,38.76,10,78.43
26.27,97.2,4,93.69
28.93,90.86,6,86.92
11.39,53.95,9,83.08
10.58,91.81,6,89.83
21.15,32.49,1,97.34
34.24,32.68,10,79.58
18.26,71.32,5,91.23
34.66,93.89,6,89.27
26.03,52.56,3,94.01
26.18,78.21,5,88.79
31.71,29.69,10,78.21
31.41,77.94,7,87.38
27.15,84.74,4,92.99
34.66,56.58,8,85.6
13.2,24.22,10,79.68
24.1,42.5,1,96.9
32.97,37.38,4,93.33
22.89,88.74,9,81.12
11.59,48.84,7,87.54
27.05,52.53,9,81.89
26.76,20.78,3,93.03
27.83,27.79,5,89.45
31.33,54.27,7,85.39
20.79,85.03,5,89.62
11.1,25.61,5,88.93
33.82,84.74,0,99.29
23.27,88.82,6,86.3
34.29,52.36,0,100
29.55,20.91,6,86.32
23.05,31.55,10,80.61
12.84,33.63,5,89.96
10.15,82.42,6,87.88
28.53,78.28,3,95.93
17.09,55.61,1,97.65
10.39,57.86,0,100
29.15,98.76,0,100
22.2,83.56,3,95.25
30.32,39.32,3,93.41
30.21,50.35,0,99.28
34.11,55.62,0,99.69
10.21,44.14,3,95.73
35.63,92.58,9,75.52
21.87,86.52,10,80.45
16.82,90.44,7,86.76
32.16,66.13,7,85.53
10.51,88.59,4,91.69
12.46,34.66,9,80.6
13.33,91.43,3,94.77
22.78,35.99,6,88.47
25.23,82.05,2,95.89
34.2,73.35,1,98.89
17.69,94.46,7,84.0
39.1,60.4,3,88.11
34.37,64.68,4,93.36
29.89,84.18,7,84.63
37.68,95.85,3,89.73
33.01,39.95,3,92.46
27.05,44.12,10,78.07
12.47,85.98,9,83.71
12.71,82.92,0,99.16
18.11,39.05,0,99.02
21.9,20.39,9,80.02
36.02,82.97,8,79.21
33.07,89.67,0,98.69
26.65,82.11,6,87.12
36.01,40.43,4,86.55
20.24,43.43,3,93.84
15.84,79.97,10,80.85
28.52,98.01,10,80.82
16.01,39.26,10,78.83
24.28,38.35,8,82.27
39.53,74.52,3,89.76
15.87,63.57,0,99.33
33.64,40.9,7,85.48
20.81,26.44,3,92.59
36.18,95.58,9,78.05
14.34,26.75,1,99.16
29.09,42.45,4,90.85
33.12,66.36,7,87.66
31.9,78.18,6,87.24
23.35,82.87,6,87.35
27.96,99.09,9,80.17
12.94,61.58,9,82.72
38.18,93.85,1,91.4
28.19,52.61,3,93.15
31.54,84.26,1,97.83
10.29,23.04,7,85.66
30.87,30.52,3,93.55
13.32,54.57,4,90.26
18.19,87.33,7,86.04
31.45,84.68,5,89.26
13.59,86.09,4,92.53
29.94,23.52,10,80.82
10.5,89.94,10,78.09
23.69,42.58,9,80.63
30.46,78.38,5,91.78
14.04,67.63,10,78.19
21.61,31.14,5,89.75
36.56,41.13,3,87.4
14.45,88.92,8,82.24
30.37,46.94,0,100
32.83,70.7,6,88.26
11.43,54.28,2,95.22
26.22,30.25,5,88.12
14.94,96.18,2,94.22
18.45,86.47,7,85.31
30.53,28.08,8,82.99
23.47,71.99,5,89.1
11.96,61.63,0,100
17.5,84.39,2,96.52
35.95,70.03,4,87.83
17.99,34.23,3,95.73
15.84,94.95,7,87.46
22.47,52.6,4,93.93
34.64,42.05,0,99.95
26.07,20.96,4,93.43
28.16,48.04,2,94.39
10.44,41.29,1,99.0
13.01,50.41,7,85.56
26.22,22.43,0,98.41
27.97,42.01,5,90.89
13.44,51.5,0,99.79
33.15,24.21,5,90.41
20.18,27.48,7,87.43
12.71,74.23,2,97.21
22.36,49.43,3,95.97
19.28,71.11,0,99.09
15.54,99.2,1,99.38
23.22,96.41,7,87.81
39.51,95.84,4,88.12
11.43,85.77,2,95.51
26.96,20.37,6,87.99
32.38,81.49,9,80.21
30.15,65.26,8,84.05
27.8,75.02,9,83.83
17.11,95.56,8,83.97
24.27,53.72,4,92.61
13.62,90.76,10,81.01
25.19,38.83,3,94.38
31.27,69.6,7,87.08
32.88,71.79,4,93.44
36.71,41.9,0,94.03
13.83,27.27,9,82.04
18.35,20.19,10,81.51
18.08,91.09,6,88.09
27.84,35.75,2,96.79
20.91,54.21,2,96.53
26.28,44.56,0,100
13.21,45.73,4,93.24
29.83,74.28,9,81.58
16.96,22.26,7,85.24
29.28,57.12,10,81.8
35.4,31.38,5,85.13
11.87,47.92,7,86.81
18.55,32.28,8,83.91
39.01,21.14,10,74.47
37.92,61.65,2,92.48
34.74,97.88,6,86.57
38.54,42.43,3,88.61
